"superficie_total_finale","superficie_mais_finale","sexe","age","etude","vilage","commune","type_agri","culture1","culture2","culture3","unite_superficie_maïs","unite_superficie_total","expérience","phenomene_clima_obs","liste_phenomene_clima_obs","effets_phenomene_clima_obs","moyen_gestion_risques","moyen1","Moyen2","Moyen3","possession_telephone","acces_internet","Utilisation_outils_numeriques","precisez_lesquels","frequence_appli_mobiles","frequence_plateformes_web?","frequence_SMS_alerte pretoce?","frequence_reseaux_sociaux agricoles","frequence_autres_outils","obstacles_au_numerique","informations_souhaitee_recevoir","forme_reception_préfere","langues_adaptes","Langue_locale_majoritaire","fonctionalite_application","caracteristique_principale_application","gestionnaire","appli_numerique_gere_aleas_climatiques","conditions_utilisation","contribution_symbolique","suggestions"
0,0,"Homme","25 à 40 ans","Supérieure","Amouloko","Misserete","Mixte","Maïs","Maïs","Manioc","Hetare","Hectare","05 à 10 ans","OUI","Sécheresses, Inondations, Retards de pluies, Chaleurs extrêmes,","Baisse de rendement, Pertes totales, Maladies ou  ravageurs,","Non","Suivre la météo Bénin","Internet et les ateliers organisés par le service climatique au Bénin","Internet et les ateliers","Oui , smartphone","Non","Non","Application mobile,","jamais","Quotidiennement","Jamais","Quotidiennement","Rarement","Manque de formation, Langue/Compréhension, Manque de pertinence des informations","Prévisions météorologiques localisées, Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau","SMS,","Langues locales","Fon","D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés,","Très flexible pour les meilleures formations avec supports et attestations ou diplômes après formations","ONG, Ministère de l'Agriculture, Recherche","Oui","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","A discuter","Formations et vidéos puis des visites d'échanges d'expériences"
2.25558917621374,1.22935967582098,"Femme","41 à 60 ans","Primaire","Bopa/tchanhoué","Misserete","Mixte","Palmier à huile","Maïs","Maïs","Hectare","Hectare","05 à 10 ans","OUI","Sécheresses, Retards de pluies, Pluies acides","Baisse de rendement, Dégradation des sols","Non","Suivre la météo Bénin","Internet et les ateliers organisés par le service climatique au Bénin","Internet et les ateliers","Oui, basique ( appels/ SMS)","Oui","Non","Application mobile","jamais","Quotidiennement","Jamais","Jamais","Mensuellement","Langue/Compréhension","Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Accès au crédit ou à l' assurance agricole","Radio locale","Francais, Langues locales","ADJA ET MINA","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés,","Accès aux intrants agricoles","ONG, Recherche","Oui","Formations préalable, Gratuité du service, Langues compréhensibles, Garantie de fiabilité des informations","Oui","Non"
1.62209245693393,1.62209245693393,"Homme","25 à 40 ans","Aucun","Waisogbé","Misserete","Mixte","Manioc","Maïs","Manioc","KANTI","KANTI","Plus de 10 ans","OUI","Inondations, Retards de pluies","Baisse de rendement, Dégradation des sols","Non","Semis précoce","Internet et les ateliers organisés par le service climatique au Bénin","Semis échelonné","Non","Non","Non","Application mobile,","Hebdomadairement","Hebdomadairement","Jamais","Quotidiennement","Rarement","Manque de réseau, Cout d'accès à internet, Manque de formation, Langue/Compréhension, Manque de pertinence des informations,","Prévisions météorologiques localisées, Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole","Application mobile","Langues locales","Fon","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés,","Formation technique","ONG, Ministère de l'Agriculture, Entreprise privée","Peut- être","Formations préalable, Gratuité du service, Langues compréhensibles","Oui","Formations et vidéos puis des visites d'échanges d'expériences"
4.14016465910205,2.13614090575742,"Femme","41 à 60 ans","Primaire","Waisogbé","Misserete","Mixte","Ananas","Arachide","Niebé","Hectare","Hectare","Plus de 10 ans","Non","Inondations, Retards de pluies","Baisse de rendement, Pertes totales, Maladies ou  ravageurs,","Non","Suivre la météo Bénin","Internet et les ateliers organisés par le service climatique au Bénin","Semis échelonné","Oui , smartphone","Non","OUI","SMS d'alerte météo, Réseaux sociaux agricoles","Hebdomadairement","Jamais","Hebdomadairement","Quotidiennement","Jamais","Cout d'accès à internet, Langue/Compréhension","Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole,","SMS, Message vocaux, Application mobile, Radio locale","Langues locales","Fon","D'échanger avec d'autres producteurs, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés","DISPONIBILITÉ DES ENGRAIS CHIMIQUES.","Coopérative/groupement, ONG, Ministère de l'Agriculture, Entreprise privée,","Oui","Formations préalable, Garantie de fiabilité des informations","Oui","Non"
9.50792671371169,3.50225968978056,"Homme","41 à 60 ans","Primaire","Katagon","Bopa","Mixte","Maïs","Manioc","Niebé","Hetare","ha","Plus de 10 ans","Non","Sécheresses, Retards de pluies","Baisse de rendement, Pertes totales","Non","Semis précoce","Internet et les ateliers organisés par le service climatique au Bénin","Internet et les ateliers","Oui , smartphone","Non","OUI","SMS d'alerte météo, Recherche sur internet","jamais","Quotidiennement","Jamais","Quotidiennement","Rarement","Manque de réseau, Cout d'accès à internet, Manque de formation, Langue/Compréhension, Manque de pertinence des informations,","Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole,","Application mobile, Site web, Réseaux sociaux","Langues locales","Goun","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés,","Rapide","Coopérative/groupement, Ministère de l'Agriculture, Recherche","Oui","Langues compréhensibles, Garantie de fiabilité des informations","A discuter","Non"
0,0,"Homme","25 à 40 ans","Primaire","Péhunco","Misserete","Mixte","Maïs","Soja","Soja","Hectare","Hectare","Plus de 10 ans","OUI","Sécheresses, Inondations, Retards de pluies,","Baisse de rendement, Pertes totales, Maladies ou  ravageurs,","Non","Semis précoce","Utilisation des variétés résistance aux stress","Internet et les ateliers","Oui, basique ( appels/ SMS)","Non","OUI","Réseaux sociaux agricoles","Hebdomadairement","Quotidiennement","Hebdomadairement","Jamais","Mensuellement","Manque de réseau, Manque de formation, Langue/Compréhension, Manque de pertinence des informations, Ah","Prévisions météorologiques localisées, Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau","Radio locale","Francais, Langues locales","Goun","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés,","Bon rendement","Coopérative/groupement, ONG, Ministère de l'Agriculture","Oui","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","Oui","LA STABILITÉ DES PRIX DES PRODUITS SUR LE PLAN NATIONAL AINSI QUE LES ENGRAIS CHIMIQUES."
1.09080816979671,1.09080816979671,"Homme","25 à 40 ans","Supérieure","KPODAHA CENTRE","Adjohoun","Mixte","Maïs","Arachide","Niebé","KANTI","Hectare","05 à 10 ans","OUI","Sécheresses, Retards de pluies","Baisse de rendement, Maladies ou  ravageurs,","Non","Semis précoce","Internet et les ateliers organisés par le service climatique au Bénin","Internet et les ateliers","Oui, basique ( appels/ SMS)","Non","Non","Application mobile, Plateforme web","Quotidiennement","Mensuellement","Quotidiennement","Mensuellement","Mensuellement","Manque de formation","Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole,","Radio locale,","Langues locales","Goun","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés","Formation","Coopérative/groupement, ONG, Ministère de l'Agriculture, Entreprise privée,","Oui","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","Oui","Non"
20.5399108965651,7.46583799960814,"Homme","25 à 40 ans","Aucun","Katagon","Dogbo","Pluvial","Coton","Maïs","Maïs","Hectare","KANTI","Plus de 10 ans","OUI","Sécheresses, Retards de pluies, Chaleurs extrêmes","Baisse de rendement, Maladies ou  ravageurs, Dégradation des sols","Non","Semis précoce","Utilisation des variétés résistance aux stress","Semis échelonné","Oui , smartphone","Non","OUI","Application mobile, Plateforme web, Réseaux sociaux agricoles","jamais","jamais","Hebdomadairement","Quotidiennement","Hebdomadairement","Langue/Compréhension","Prévisions météorologiques localisées, Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole","Application mobile","Langues locales,","Goun","La disponibilité des engrais chimiques","Formation","Coopérative/groupement, ONG","Oui","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","Oui","LA STABILITÉ DES PRIX DES PRODUITS SUR LE PLAN NATIONAL AINSI QUE LES ENGRAIS CHIMIQUES."
0,0,"Femme","25 à 40 ans","Supérieure","Katagon","Misserete","Mixte","Palmier à huile","Manioc","Niebé","Hectare","Hectare","Plus de 10 ans","OUI","Sécheresses, Retards de pluies, Chaleurs extrêmes","Maladies ou  ravageurs, Dégradation des sols","Non","Suivre la météo Bénin","Internet et les ateliers organisés par le service climatique au Bénin","Internet et les ateliers","Oui , smartphone","Non","Non","Application mobile","Hebdomadairement","Mensuellement","Hebdomadairement","Quotidiennement","Jamais","Manque de pertinence des informations","Prévisions météorologiques localisées, Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole","Application mobile","Langues locales","Fon","D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...)","Utilisable en absence de la connexion","Ministère de l'Agriculture","Oui","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","A discuter","Non"
8.63506227993092,3.99583528141326,"Femme","41 à 60 ans","Primaire","KPODAHA CENTRE","Parakou","Pluvial","Maïs","Maïs","Niébé","Hectare","Hectare","Plus de 10 ans","OUI","Sécheresses, Retards de pluies","Maladies ou  ravageurs, Dégradation des sols","Non","Suivre la météo Bénin","Utilisation des variétés résistance aux stress","Internet et les ateliers","Oui , smartphone","Non","OUI","SMS d'alerte météo, Recherche sur internet","Hebdomadairement","Quotidiennement","Hebdomadairement","Jamais","Mensuellement","Manque de réseau, Cout d'accès à internet","Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole,","SMS, Radio locale,","Francais, Audio, Langues locales","Fon","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés,","Des maladies","ONG, Ministère de l'Agriculture, Recherche","Oui","Langues compréhensibles, Garantie de fiabilité des informations","Oui","Non"
13.5141962806139,4.93199252036367,"Homme","41 à 60 ans","Aucun","Péhunco","Misserete","Pluvial","Maïs","Maïs","Soja","Hectare","Hectare","05 à 10 ans","OUI","Sécheresses, Retards de pluies, Chaleurs extrêmes","Baisse de rendement, Maladies ou  ravageurs, Dégradation des sols","Non","Semis précoce","Utilisation des variétés résistance aux stress","Semis échelonné","Oui, basique ( appels/ SMS)","Non","Non","Application mobile, Plateforme web, Réseaux sociaux agricoles","jamais","Quotidiennement","Jamais","Quotidiennement","Jamais","Manque de réseau, Manque de formation","Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Suivi des prix des produits agricoles","Application mobile","Francais, Langues locales","Goun","D'échanger avec d'autres producteurs, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés","Formation technique","Ministère de l'Agriculture, DDAEP","Oui","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","Oui","Non"
6.62402779038913,3.33985735307725,"Homme","41 à 60 ans","Supérieure","Houekpa kpota","Dogbo","Mixte","Maïs","Maïs","Niebé","Hectare","Hectare","05 à 10 ans","OUI","Sécheresses, Inondations, Retards de pluies","Baisse de rendement, Pertes totales, Maladies ou  ravageurs, Dégradation des sols,","Non","Semis précoce","Utilisation des variétés résistance aux stress","Internet et les ateliers","Oui , smartphone","Oui","Non","Application mobile,","Hebdomadairement","Quotidiennement","Jamais","Jamais","Rarement","Manque de réseau, Cout d'accès à internet","Prévisions météorologiques localisées, Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole","Radio locale,","Langues locales","Goun","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, D' obtenir des conseils personnalisés","Bon rendement","Coopérative/groupement, Ministère de l'Agriculture, Recherche","Peut- être","Formations préalable, Gratuité du service, Interface simple, Langues compréhensibles, Garantie de fiabilité des informations","Oui","Non"
13.098101686414,5.10429821363077,"Homme","25 à 40 ans","Aucun","Waisogbé","Parakou","Pluvial","Maïs","Arachide","Soja","Hectare","KANTI","05 à 10 ans","OUI","Sécheresses, Retards de pluies,","Baisse de rendement, Pertes totales, Maladies ou  ravageurs,","OUI","Suivre la météo Bénin","Internet et les ateliers organisés par le service climatique au Bénin","Semis échelonné","Oui, basique ( appels/ SMS)","Occasionnellement","Non","Application mobile, Plateforme web","jamais","Jamais","Jamais","Quotidiennement","Hebdomadairement","Cout d'accès à internet, Langue/Compréhension","Prévisions météorologiques localisées, Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole","Application mobile","Francais, Images/Pictogrammes, Audio, Langues locales","Goun","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés","Formation technique","Coopérative/groupement, ONG, Ministère de l'Agriculture, Recherche, Entreprise privée,","Oui","Formations préalable, Garantie de fiabilité des informations","Oui","Non"
10.7733697115803,4.27400361177169,"Femme","41 à 60 ans","Supérieure","ADANDRO-AKODE","Dogbo","Pluvial","Maïs","Maïs","Niebé","Hectare","Hectare","Plus de 10 ans","OUI","Sécheresses, Retards de pluies","Baisse de rendement, Pertes totales, Maladies ou  ravageurs","Non","Suivre la météo Bénin","Utilisation des variétés résistance aux stress","Semis échelonné","Oui , smartphone","Non","Non","Application mobile","Hebdomadairement","Jamais","Jamais","Mensuellement","Jamais","Manque de formation, Langue/Compréhension, Manque de pertinence des informations","Alertes  précoces (sècheresse, inondation, ravageurs ), Conseils techniques de  production, Gestion de l'irrigation et de l'eau, Suivi des prix des produits agricoles, Accès au crédit ou à l' assurance agricole,","SMS, Radio locale,","Langues locales","ADJA ET MINA","D'enregistrer  vos données de culture (dates, rendements,  superficies), D'échanger avec d'autres producteurs, D' accéder à des formations ou tutoriels en ligne, De signaler des problèmes ( maladies, manque d'eau etc...), D' obtenir des conseils personnalisés","Formation technique","Coopérative/groupement, ONG, Ministère de l'Agriculture, Recherche, Entreprise privée,","Oui","Formations préalable, Garantie de fiabilité des informations","Oui","Non"
